theta1_init,theta2_init,theta1,theta2
0.0,0.0,0.0,0.0
0.0,0.17951958020513104,-0.001038534303704629,-0.16733369445413598
0.0,0.35903916041026207,-0.21399709904580616,-0.031424391384258413
0.0,0.53855874061539311,-0.34297605698210626,-0.012354969413582568
0.0,0.71807832082052414,-0.40802963689421223,-0.079953382250292818
0.0,0.89759790102565518,-0.45630787077675877,-0.1595325951287706
0.0,1.0771174812307862,-0.11781205539707547,-0.63108125583845009
0.0,1.2566370614359172,-0.6741143839241458,0.018898526483788449
0.0,1.4361566416410483,-0.7188632079176861,0.16200234318690543
0.0,1.6156762218461793,-0.63520054192099151,0.25441591432194477
0.0,1.7951958020513104,-0.82176138275645594,0.44564069398281819
0.0,1.9747153822564414,0.32254676210147903,-0.18194410035115824
0.0,2.1542349624615724,1.1689799082980157,0.2170363613952471
0.0,2.3337545426667035,-0.11792847266971912,1.6097197430467021
0.0,2.5132741228718345,-0.053594256590504999,-1.4636541224949122
0.0,2.6927937030769655,-0.072843802079105527,-2.320996815093276
0.0,2.8723132832820966,0.51345143147419203,1.8446748234089509
0.0,3.0518328634872276,0.52234646172377119,-1.5449761117477705
0.0,3.2313524436923586,-0.52250711159562779,7.8278802833480636
0.0,3.4108720238974897,-0.51348229036390636,4.4385860372449857
0.0,3.5903916041026207,0.07289775648369784,8.6041419559486698
0.0,3.7699111843077517,0.053591943459106568,7.7468294658012846
0.0,3.9494307645128828,0.11792824210620208,4.6734655708793023
0.0,4.1289503447180138,-1.1689790696080162,6.0661441317806837
0.0,4.3084699249231448,-0.3225451457928778,6.4651273718879123
0.0,4.4879895051282759,0.8217591183362023,5.8375421457196657
0.0,4.6675090853334069,0.63519910110468425,6.0287713538926511
0.0,4.847028665538538,0.7188588338944859,6.1211905770546942
0.0,5.026548245743669,0.67410824210927833,6.264297461075941
0.0,5.2060678259488,0.11780752222905037,6.9142723379649951
0.0,5.3855874061539311,0.45630891823981473,6.4427164612999333
