theta1_init,theta2_init,theta1,theta2
0.0,0.0,0.0,0.0
0.0,1.2566370614359172,-0.6741148085041001,0.018899087426754987
0.0,2.5132741228718345,-0.053595164810261546,-1.463658757729643
0.0,3.7699111843077517,0.05359222314370888,7.746823729947266
0.0,5.026548245743669,0.6741082429592286,6.264297469826155
0.0,6.283185307179586,4.30177757957517e-15,6.28318530717958
1.2566370614359172,0.0,-0.24747620401033116,1.7331582523647944
1.2566370614359172,1.2566370614359172,-1.2503132993475627,-1.2368155465940622
1.2566370614359172,2.5132741228718345,0.9654449381942621,24.669469652507633
1.2566370614359172,3.7699111843077517,0.37317675747432877,-14.649516468075348
1.2566370614359172,5.026548245743669,0.4240358888895191,5.044643418442216
1.2566370614359172,6.283185307179586,-0.24748487446914472,8.016331434151919
2.5132741228718345,0.0,0.18986726965349007,-7.13207562081505
2.5132741228718345,1.2566370614359172,7.3613015535448625,-28.72975065504676
2.5132741228718345,2.5132741228718345,1.844270766012452,78.71977451144964
2.5132741228718345,3.7699111843077517,-7.247505173641859,41.30544006450527
2.5132741228718345,5.026548245743669,1.5963653801358435,68.56628872927328
2.5132741228718345,6.283185307179586,-1.4158527060668316,31.2141838722978
3.7699111843077517,0.0,6.123055061778639,-28.487904647596242
3.7699111843077517,1.2566370614359172,13.276114717893583,-44.11445991487695
3.7699111843077517,2.5132741228718345,37.00464698593669,4.954204114621895
3.7699111843077517,3.7699111843077517,-14.339528921346789,-0.5952206070251662
3.7699111843077517,5.026548245743669,1.7669031335317136,25.979306263461336
3.7699111843077517,6.283185307179586,6.574465536031388,5.857997587343093
5.026548245743669,0.0,6.530656862139993,-1.733163855066137
5.026548245743669,1.2566370614359172,5.8348606939101995,1.2363792520082069
5.026548245743669,2.5132741228718345,6.770252454533337,24.03321014678647
5.026548245743669,3.7699111843077517,6.435715758817388,-24.037762908416223
5.026548245743669,5.026548245743669,7.5334988379683425,7.520000919606066
5.026548245743669,6.283185307179586,6.530670532113245,4.550038872336164
6.283185307179586,0.0,6.2831853071795765,2.1341422028005534e-14
6.283185307179586,1.2566370614359172,5.609073157272537,0.01889460169198907
6.283185307179586,2.5132741228718345,6.229592178716521,-1.4636536529359119
6.283185307179586,3.7699111843077517,6.336778706356885,7.746851852366654
6.283185307179586,5.026548245743669,6.957301085204207,6.264284707868813
6.283185307179586,6.283185307179586,6.283185307179585,6.283185307179587
